product_name,product_date,product_group,product_comments,product_votes,product_merchant
Overwatch GOTY Xbox One,gru 11.,"['Overwatch', 'Xbox One', 'Xbox', 'Gry wideo', 'Konsole', 'Gaming']",12,0,None
Jogurt SKYR pitny mix 250ml oraz 150ml Biedronka przy zakupie 2-óch cena za 1 szt. 1.87,gru 11.,"['Artykuły spożywcze', 'Hity z marketów']",14,646,Biedronka
"Pokrowiec na paszport, Carrefour Toruń",gru 11.,"['Podróże', 'Hity z marketów']",10,654,Carrefour
Carrefour Whisky Johny Walker Black 0.7 l + karton/szklanki,gru 11.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",26,851,Carrefour
"Champion, Tommy Sport, Adidas, Reebok i inne T-Shirty, Spodenki, Staniki ZALANDO LOUNGE",Obowiązuje do 13/12/2019,"['Sport i turystyka', 'Odzież']",38,-82,Zalando Lounge
"Zestaw garnków 12 elementowy METLEX z pokrywkami, stal nierdzewna, wszystkie kuchenki, odbiór Carrefour 0 zł",gru 11.,"['Dom i mieszkanie', 'Hity z marketów']",22,337,Carrefour
Urządzenie Lexmark MB2236adw drukarka skaner,gru 11.,"['Drukarki', 'Akcesoria komputerowe', 'Komputery i tablety', 'Elektronika']",32,0,None
Kawa gratis przy zakupie choinki w Obi,gru 11.,"['Dekoracje świąteczne', 'Akcesoria dla domu', 'Dom i mieszkanie', 'Za darmo']",20,710,OBI
Huawei Mate 30 Pro + Freebuds 3 za 1zł + Watch GT 2 za 1zł + konto VIP i ochrona ekranu 6m,Obowiązuje do 15/12/2019,"['Smartfony Huawei', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",53,142,HUAWEI
"Robot kuchenny Hoffen Chef Express Biedronka, nowa wersja WI-FI",Obowiązuje do 15/12/2019,"['Małe AGD do kuchni', 'Dom i mieszkanie', 'AGD', 'Hity z marketów']",109,1094,Biedronka
Modlinbus: nowa porcja tanich biletów za 2€ na wiosnę!,gru 11.,['Podróże'],6,521,Modlin Bus
Telewizor Sony KD-75XG8596 @ RTVeuroAGD,gru 11.,"['TV', 'TV i wideo', 'Elektronika']",14,140,RTV Euro AGD
"ASUS X570ZD-E4011T 15,6"" AMD Ryzen 5 2500U - 8GB RAM - 1TB Dysk - GTX1050 Grafika - Win10",gru 11.,"['Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",21,556,RTV Euro AGD
Drugi Zestaw Kosmetyków 50% taniej - Biedronka,Obowiązuje do 18/12/2019,"['Zdrowie i uroda', 'Hity z marketów']",16,845,Biedronka
Quiosque - limitowana kolekcja taniej -60%,gru 11.,['Moda'],2,167,Quiosque
Zegarek Eterna Skeleton Special Edition 1856,gru 11.,"['Zegarki', 'Akcesoria modowe', 'Moda']",40,120,Jomashop
Rodzynki sułtańskie i orzechy włoskie (bakalie),Obowiązuje do 18/12/2019,"['Jedzenie', 'Artykuły spożywcze']",15,472,Kaufland
Sephora -20% na palety do makijażu,gru 11.,['Zdrowie i uroda'],4,0,None
"Nowa centrala Xiaomi Gateway 3 z Wifi, Zigbee 3 i Bluetooth",gru 11.,"['Xiaomi', 'Elektronika']",131,772,AliExpress
Samsung Galaxy Buds Żółte,gru 11.,"['Smartfony Samsunga', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",24,765,x-kom
3 miesiące Spotify Premium Family za darmo,Zaktualizowano gru 11. (Opublikowano lis 9.),"['Za darmo', 'Kultura i rozrywka']",106,3180,Spotify
"Filet z piersi z kartą MB (13-15 grudnia za 9,99 zł/kg)",Rozpoczyna się jutro,"['Produkty mięsne', 'Jedzenie', 'Artykuły spożywcze']",23,919,Biedronka
Termometr bezdotykowy Esperanza Dr Lucas ECT002,gru 11.,"['Zdrowie', 'Zdrowie i uroda']",5,189,Kaufland
Zegar Xiaomi Mijia BT4.0 za $11.88,gru 11.,"['Akcesoria modowe', 'Xiaomi', 'Elektronika']",27,754,Banggood
"Kolekcja: Tylko RED (gry z serii wiedźmin, cyberpunk 2077)",gru 11.,"['Cyberpunk 2077', 'Gry wideo', 'Gaming']",21,1081,GOG
Wiedźmin 3: Dziki Gon - Edycja Gry Roku GOG,Obowiązuje do 02/01/2020 15:00,['Gaming'],11,886,GOG
"Cienie do powiek Ingrid, Carrefour, Galeria Mokotów",gru 11.,"['Zdrowie i uroda', 'Hity z marketów']",1,178,Carrefour
"Ćwiartka z kurczaka 2,99zl/kg w Carrefour z kuponem w aplikacji.",Obowiązuje do 15/12/2019,"['Artykuły spożywcze', 'Hity z marketów']",3,479,Carrefour
FARCRY 5 (XBOX ONE) Sklep Microsoft store.,Obowiązuje do 13/12/2019,"['Xbox One', 'Xbox', 'Konsole', 'Gaming']",24,449,Xbox
Termometr bezdotykowy Xiaomi T08 za $9.39,gru 11.,"['Zdrowie', 'Xiaomi', 'Elektronika']",22,574,Banggood
Słuchawki 7.1 Corsair,Obowiązuje do 25/12/2019,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",5,167,RTV Euro AGD
LEGO boost 17101 Zestaw kreatywny @ lidl możliwe 356zł,gru 11.,"['klocki LEGO', 'Klocki', 'Zabawki', 'Rodzina i dzieci', 'Hity z marketów']",85,0,None
Zestaw Old Spice w Rossmann,gru 11.,['Zdrowie i uroda'],15,531,Rossmann
iBOOD HUNT,Rozpoczyna się 17/12/2019,['Elektronika'],10,0,None
Suunto 9 G1 black 1049 zł w aplikacji mobilnej x-kom,gru 11.,['Sport i turystyka'],17,475,x-kom
"Lidl Pepsi 4x2l 10,99zł",gru 11.,"['Napoje', 'Artykuły spożywcze', 'Hity z marketów']",18,507,Lidl
Prawojazdy360.pl dostęp 3 miesiące,gru 11.,['Motoryzacja'],33,545,None
LG OLED55B9,gru 11.,['Elektronika'],65,673,Allegro
NYPD - Darmowa mała Margherita za pobranie aplikacji przy MWZ 30zł,gru 11.,"['Za darmo', 'Artykuły spożywcze']",32,670,None
KIABI przecena do -60%,gru 11.,['Moda'],5,153,None
eFootball PES 2020 LITE PS4/XBox/PC,Zaktualizowano gru 11. (Opublikowano gru 9.),"['Za darmo', 'Gaming']",58,833,None
Wasteland 2 Director's Cut Digital Classic Edition za darmo @ GOG.com,Obowiązuje do 13/12/2019 16:00,"['Za darmo', 'Kultura i rozrywka']",59,1706,GOG
Corsair M65 RGB Elite (czarny),Obowiązuje do 25/12/2019,['Gaming'],6,184,RTV Euro AGD
-30% na 4F i Outhorn,Obowiązuje do 15/12/2019,['Moda'],4,-104,Toursport
Assasin’s Creed: The Ezio Collection PS4,Zaktualizowano gru 11. (Opublikowano lis 28.),"[""Assassin's Creed"", 'Gry Playstation', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming']",13,694,Redcoon
10% rabatu na wszystko dla klubowiczów @ CCC,Obowiązuje do 15/12/2019,"['Obuwie', 'Moda']",6,182,CCC
Shefoot krem na suche i pękające pięty,gru 11.,"['Uroda', 'Zdrowie i uroda']",7,466,Rossmann
ANNO 1800 GOLD EDITION *PL* *WSZYSTKIE DODATKI*,Obowiązuje do 18/12/2019,['Gaming'],4,153,Uplay
mOkazje mBank: 3% zwrotu za tankowanie lub zakupy na stacjach BP,Obowiązuje do 31/01/2020,['Motoryzacja'],11,107,BP
WD Red 4 TB dysk do NAS,gru 11.,"['Dyski twarde', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",48,800,Amazon
Paco Rabanne Lady Million 80ml,gru 11.,"['Perfumy', 'Zdrowie i uroda']",5,0,None
Red Dead Redemption 2 Xbox One/PS4,gru 11.,"['Red Dead Redemption 2', 'Red Dead Redemption', 'Xbox One', 'PlayStation 4', 'Xbox', 'Gry wideo', 'Konsole', 'Gaming']",31,684,Media Expert
10/100 zl Zwrot Auchan aplikacja Ing Banku,gru 11.,"['Artykuły spożywcze', 'Hity z marketów']",10,183,Auchan
Cobi interaktywny piesek Całusek Rollie,gru 11.,"['Klocki', 'Zabawki', 'Rodzina i dzieci']",2,-73,Cobi
Słuchawki SOLOX F30+EMIX H30,gru 11.,"['Słuchawki', 'Audio i HiFi', 'Gaming']",7,152,Sferis
Odkurzacz pionowy Raven EOR001,Obowiązuje do 31/12/2019,"['Odkurzacze', 'Dom i mieszkanie', 'AGD']",8,-76,RTV Euro AGD
"Lenovo Ideapad 330-15IKB 15,6"" Intel® Core™ i7-8550U - 8GB RAM - 256GB Dysk - R530 Grafika - Win10",gru 11.,"['Laptopy', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",6,0,None
Oddajesz krew dostajesz choinkę - Łódź!!!,Rozpoczyna się 19/12/2019,['Ogród i majsterkowanie'],56,2067,None
Jotun: Valhalla Edition ZA DARMO Epic Games Store,Zaktualizowano gru 11. (Opublikowano lis 29.),"['Gry PC', 'Gry wideo', 'Za darmo', 'Gaming']",40,0,None
Lenovo K5 Pro 4/64GB,gru 11.,['Elektronika'],7,124,Banggood
Kingston 64GB DataTraveler 100 G3 (USB 3.0),gru 11.,['Elektronika'],68,1168,x-kom
Plecak IKEA,Obowiązuje do 29/12/2019,"['Plecaki', 'Akcesoria dla domu', 'Sport i turystyka', 'Akcesoria modowe']",11,160,IKEA
Tylko w aplikacji DJI Osmo Action taniej.,gru 11.,"['Drony', 'Smart Tech', 'Elektronika']",29,549,x-kom
Xiaomi Mi 9 Lite 6/128,gru 11.,"['Xiaomi Mi 9', 'Smartfony Xiaomi', 'Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",33,623,GearBest
Najnowszy Hubsan Zino 2 z 4K/60FPS i 6KM zasięgiem tylko teraz -400 zł,gru 11.,['Elektronika'],17,117,GearBest
Spotify przez 3 miesiące za darmo - dla nowych !,gru 11.,"['Usługi i subskrypcje', 'Za darmo']",16,837,Spotify
OnePlus 7 Pro 8/256GB - wszystkie kolory!,gru 11.,"['OnePlus 7 Pro', 'OnePlus 7', 'Smartfony OnePlus', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",50,562,GearBest
Gramofon DENON DP-29F- B1 Wałbrzych,gru 11.,"['Audio i HiFi', 'Elektronika']",8,149,Denon
Logitech G Saitek Pro Flight X56 Hotas (945-000059) - Amazon.de,gru 11.,"['Akcesoria dla graczy', 'Gaming']",6,0,None
Grants Triple Wood 1000ml Żabka whisky,Obowiązuje do 24/12/2019,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",84,1223,Żabka
"Fossil FTW4012 - ładny smartwatch z Wear OS (NFC, GPS itp), 149€",gru 11.,"['Smartwatche', 'Wearable', 'Elektronika']",12,189,Amazon
"pomarańcza 3,98zł/ 2kg Biedronka",gru 11.,"['Artykuły spożywcze', 'Hity z marketów']",9,0,None
DEALDIG Robvacuum 8 odkurzacz robot,Obowiązuje do 13/12/2019,"['Odkurzacze', 'Dom i mieszkanie', 'AGD']",3,-103,AliExpress
kabel 60W QC4.0 USB C na USB C Kuulaa,gru 11.,['Elektronika'],28,0,None
"Karp płat ze skórą Tesco 15,90zł/kg",Obowiązuje do 18/12/2019,"['Artykuły spożywcze', 'Hity z marketów']",12,156,Tesco
Sałata lodowa - Biedronka,gru 11.,"['Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",5,0,None
Oddaj krew i otrzymaj butelkę filtrującą DAFI 11-13 grudnia Kielce,Obowiązuje do 13/12/2019,['Zdrowie i uroda'],57,1994,None
Apple iPad Pro 10.5-inch Wi-Fi + Cellular 512GB - Space Grey,gru 11.,"['iPad', 'Tablety', 'Komputery i tablety', 'Elektronika']",35,0,None
Leo Express Wrocław Praga pociąg 17 zł lub 9 zł dla studentów,Rozpoczyna się 20/12/2019,"['Bilety kolejowe i autobusowe', 'Sport i turystyka']",11,162,Leo Express
Switch Netgear GS108PP-100EUS za 354zł @ Amazon,gru 11.,"['Sieci', 'Elektronika']",14,0,None
XIAOMI Wowstick 1F Pro elektryczny miniśrubokręt z baterią litową LED,Obowiązuje do 14/12/2019 09:59,"['Xiaomi', 'Ogród i majsterkowanie']",4,112,AliExpress
Natura sklep online - kody rabatowe,Obowiązuje do 31/03/2020,['Zdrowie i uroda'],2,115,Natura
Redmi Note 8T 4/128 GB taniej na Święta,gru 11.,"['Xiaomi', 'Elektronika']",24,0,None
Gra PC EA Need for Speed Heat,gru 11.,"['Komputery i tablety', 'Elektronika']",12,0,None
Cafissimo Easy gratis przy zakupie 3x80 kapsułek,gru 11.,['Elektronika'],1,0,None
MI Note 10 za 499zl - Otwarcie Mi Store w Galerii Mokotów - SOBOTA 14.12,Rozpoczyna się 14/12/2019,"['Xiaomi', 'Elektronika']",143,2284,Plus
Allegro produkty York za 1 zł,Zaktualizowano gru 11. (Opublikowano gru 4.),['Dom i mieszkanie'],85,673,Allegro
"Microsoft Visio 2013 Professional dla 10,68 PLN",gru 11.,['Elektronika'],31,0,None
"Ninebot MAX G30 - najlepsza hulajnoga elektryczna! 65km zasięgu, 350W",gru 11.,"['Hulajnogi', 'Sporty miejskie', 'Sporty rowerowe i miejskie', 'Sport i turystyka']",7,179,GearBest
"Odkurzacz ALFAWISE V10 MAX, bardzo dobre parametry - jak Roborock",gru 11.,"['Inteligentny dom', 'Odkurzacze', 'Dom i mieszkanie', 'AGD', 'Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja']",49,162,GearBest
220 zł mniej za 3-pak systemu mesh WiFi Tenda Nova MW5s,gru 11.,['Elektronika'],33,132,Komputronik
Zniżka 80 zł za zakupy powyżej 200 zł (również przecenione artykuły) @ Reebok,Obowiązuje do 25/12/2019,['Moda'],27,711,Reebok
50% zniżki na przejazdy z LuxExpress!,Zaktualizowano gru 11. (Opublikowano gru 5.),['Podróże'],15,0,None
Przycisk włącznik Xiaomi pojedyńczy/podwójny (nie Aqara) PREORDER,gru 11.,"['Dom i mieszkanie', 'Xiaomi']",26,-102,Banggood
"Wkrętarka z silnikiem bezszczotkowym Kawasaki (20V, 50Nm, 2 akumulatory i walizka w zestawie) @ Jula",gru 11.,"['Walizki', 'Bagaż', 'Akcesoria modowe', 'Moda']",58,0,None
TwistedBrush Pro Studio za darmo [PC] wersja 23.06,Obowiązuje do 13/12/2019,"['Za darmo', 'Komputery i tablety', 'Elektronika']",3,145,SharewareOnSale
Monster Żabka,Zaktualizowano gru 11. (Opublikowano gru 9.),"['Napoje', 'Artykuły spożywcze', 'Hity z marketów']",44,0,None
Logitech PRO WIRELESS GAMING MOUSE @ X-KOM,gru 11.,"['Akcesoria dla graczy', 'Gaming']",11,0,None
"Pamięć Corsair Vengeance LPX, DDR4, 8 GB,3000MHz, CL16",gru 11.,['Elektronika'],4,0,None
Piwo Asahi 330ml Biedronka,gru 11.,"['Piwo', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",10,0,None
"Kingston SSD SA400 SATA3 2.5"" 120GB 7mm SA400S37/120G",gru 11.,"['SSD', 'Podzespoły komputerowe', 'Elektronika']",16,0,None
"Victure- zewnętrzna kamera , Wi-Fi, IP, 1080P, wodoszczelna,noktowizor, czujnik ruchu PIR 2,4 G, iOS i Android",Obowiązuje do 18/12/2019,"['iOS', 'Oprogramowanie', 'Systemy operacyjne', 'Elektronika']",9,53,Amazon
Rabat 25% na torby Targus do laptopa,Obowiązuje do 22/12/2019,['Elektronika'],11,154,x-kom
Smart Home ZigBee Xiaomi Aqara zbiór ofert,gru 11.,"['Inteligentny dom', 'Xiaomi', 'Elektronika']",134,153,AliExpress
Tabletki do zmywarki SUNLIGHT Expert 80 sztuk Citrus Fresh Media Markt,Zaktualizowano gru 11. (Opublikowano gru 3.),"['Zmywarki', 'Dom i mieszkanie', 'AGD']",115,1317,Media Markt
Smartfon Apple iPhone 7 czarny 32 GB,gru 11.,"['iPhone 7', 'iPhone', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",67,0,None
Xiaomi Oclean One szczoteczka soniczna,gru 11.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Xiaomi', 'Elektronika']",16,115,AliExpress
Auchan Bronowice -20% na odkurzacze.,Obowiązuje do 13/12/2019,"['Hity z marketów', 'Elektronika']",16,99,Auchan
Słuchawki nauszne THOMSON HED2006 Czarny,gru 11.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",1,0,None
Kupon 300zł na mi-home.pl za zakup mi 9t pro,gru 11.,['Elektronika'],16,-319,Mi-Home
Klawiatura mechaniczna Roccat Suora,gru 11.,"['Akcesoria komputerowe', 'Akcesoria dla graczy', 'Komputery i tablety', 'Elektronika']",2,0,None
Pierś z kurczaka 7.99 zł za kg z Polo kartą - PoloMarket,Obowiązuje do 17/12/2019,"['Produkty mięsne', 'Jedzenie', 'Artykuły spożywcze']",35,990,POLOmarket
Klawiatura mechaniczna Razer BlackWidow Ultimate 2016,gru 11.,"['Akcesoria komputerowe', 'Akcesoria dla graczy', 'Komputery i tablety', 'Elektronika']",5,111,ProCPU
MacBook Air 13.3” 2018 r. | i5 | 128 GB | 2018 r. | refurbished,gru 11.,"['MacBook Air', 'MacBook', 'Laptopy', 'Komputery i tablety', 'Elektronika']",24,0,None
Knack 2 PS4 z PS Store,Obowiązuje do 24/12/2019,"['Playstation Store', 'Gry Playstation', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming']",2,216,Playstation Network
Mikołaj w biedronce zostaje na dłużej. Druga rzecz za 50% Biedronka,Obowiązuje do 15/12/2019,"['Dom i mieszkanie', 'Hity z marketów']",28,196,Biedronka
Szynka konserwowa krakus,Rozpoczyna się jutro,['Artykuły spożywcze'],5,214,None
Słuchawki Audio-Technica ATH-AG1X - £79.99,gru 11.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",14,489,Amazon
Bose Noise Cancelling Headphones 700,gru 11.,"['Bose', 'Głośniki', 'Audio i HiFi', 'Elektronika']",47,0,None
Wszystkie śledzie marinero 2-gie opakowanie 60% taniej biedronka,Rozpoczyna się jutro,"['Artykuły spożywcze', 'Hity z marketów']",9,176,Biedronka
"Zupa chińska z jarzynami - Gorący Kubek Knorr i inne smaczki w niższej cenie, Stokrotka Białystok (Paderewskiego)",gru 11.,"['Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",8,519,Stokrotka
Biedronka olej Kujawski 2l,Rozpoczyna się jutro,"['Artykuły spożywcze', 'Hity z marketów']",3,530,Biedronka
+7 Monet za zakupy od 79 zł w kategorii Moda,Obowiązuje do 13/12/2019,['Moda'],14,1104,Allegro
Google Pixel 4 XL czarny 64,gru 10.,"['Google Pixel 4', 'Google Pixel 4 XL', 'Smartfony Google', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",22,0,None
"Kalendarz adwentowy Hot Wheels możliwe 49,99zł w Empiku",Obowiązuje do 24/12/2019,"['Kalendarze adwentowe', 'Dekoracje świąteczne', 'Artykuły biurowe', 'Akcesoria dla domu', 'Dom i mieszkanie']",6,-86,Empik
Wiwa HD-95 Memo RTVeuroAGD,gru 10.,['Elektronika'],10,0,None
Płacenie za chodzenie,gru 10.,['Sport i turystyka'],27,0,None
Knack 2 PS4,gru 10.,"['Gry Playstation', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming']",9,166,Ultima
Kurtka Regatta z membraną 5000.,gru 10.,"['Odzież męska', 'Kurtki', 'Odzież', 'Moda']",12,157,Toursport
PS4 Sony Dualshock 4 v2 CAMO,gru 10.,"['Gry Playstation', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming']",23,210,Media Markt
"Tabletki do zmywarek Somat 0,33zł/szt | 0,42zł/szt [Carrefour]",Obowiązuje do 06/01/2020,"['Dom i mieszkanie', 'Hity z marketów']",7,219,Carrefour
Słuchawki Tronsmart Spunky Buds wysyłka z Polski,gru 10.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",32,188,AliExpress
LEGO CITY TRAINS POCIĄG TOWAROWY 60198,Rozpoczyna się 16/12/2019,"['klocki LEGO', 'Klocki', 'Zabawki', 'Rodzina i dzieci']",12,144,Selgros
Starter Fana PLAY 25 zł No limit i 25 GB za 25 zł,gru 10.,"['Internet i usługi telekomunikacyjne', 'Oferty komórkowe']",34,-489,Play
"Convoy S2+ 9,80$ Cyan, Purple, Orange",gru 10.,"['Latarki', 'Camping', 'Sport i turystyka']",84,0,None
Movie Maker & Video Editor 10 dla Youtube i Instagram za darmo od Microsoft,gru 10.,"['Usługi i subskrypcje', 'Za darmo']",12,106,Microsoft
Maszynka do golenia Xiaomi ENCHEN BlackStone3,gru 10.,"['Xiaomi', 'Zdrowie i uroda']",9,-151,AliExpress
Kurczak tuszka lidl (Wrocław),gru 10.,"['Produkty mięsne', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",8,0,None
Humble Paradox Management Bundle,gru 10.,['Gaming'],2,0,None
Głośnik/Soundbar Creative Stage Air,gru 10.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",8,0,None
Zawieszka Renifer na choinkę 4 szt.,gru 10.,['Dom i mieszkanie'],17,156,Rossmann
Słuchawki bezprzewodowe Panasonic RP-WF830E-K @ mediamarkt,gru 10.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",6,0,None
Johny Walker carefour,Obowiązuje do 24/12/2019,['Artykuły spożywcze'],7,156,Carrefour
Helion 2 książki w cenie 1,gru 10.,"['Internet i usługi telekomunikacyjne', 'Książki i czasopisma']",6,0,None
"Neat Office - Word, Excel, Powerpoint, PDF za DARMO (Microsoft Store)",gru 10.,"['Usługi i subskrypcje', 'Za darmo']",17,171,Microsoft
Seria The Banner Saga @ Steam,Obowiązuje do 13/12/2019,"['Gry PC', 'Gry wideo', 'Gaming']",0,105,Steam
Kontroler Xbox One (minecraft pig) 149 zł Euro RTV,gru 10.,"['Minecraft', 'Xbox One', 'Xbox', 'Gry wideo', 'Konsole', 'Gaming']",95,0,None
"Telewizor 65"" SAMSUNG UE65RU7402U , 4K, 60Hz",gru 10.,"['TV', 'TV i wideo', 'Elektronika']",193,0,None
X box one pad czarny,gru 10.,"['Xbox One', 'Elektronika']",50,0,None
"Prison Architect za $1, Cities Skylines za kilka więcej, Surviving Mars za $18",Obowiązuje do 24/12/2019 19:59,"['Słodycze', 'Jedzenie', 'Gaming']",35,1021,Humble Bundle
"MONITOR IIYAMA 24"" XU2495WSU-B1",gru 10.,"['Monitory', 'Komputery i tablety', 'Elektronika']",12,0,None
Sałata lodowa sztuka @Lidl,Obowiązuje do 15/12/2019,"['Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",13,138,Lidl
Alkomat AlcoSense Excel,gru 10.,['Motoryzacja'],5,0,None
"Canton GLE 470 czarne, mega okazja",gru 10.,['Elektronika'],20,0,None
Kurtka puchowa męska Bergans of Norway Pyttegga Down Jacket,gru 10.,"['Kurtki puchowe', 'Odzież męska', 'Kurtki', 'Odzież', 'Moda']",14,-236,None
Playstation 4 slim 500GB + pakiet [email protected] RTV Euro AGD (Piła),gru 10.,"['Fortnite', 'PlayStation', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming']",9,-166,RTV Euro AGD
Laptop HP 15-da1036nw i5-8265U/8GB/256GB SSD/MX110 2GB/Win10H Srebrny,gru 10.,"['Laptopy', 'Komputery i tablety', 'Elektronika']",12,0,None
Nowa gra Hades -20% plus Pyre za DARMO steam,Obowiązuje do 02/01/2020,"['Gry PC', 'Gry wideo', 'Gaming']",5,87,Steam
Samsung tv 65ru7172,gru 10.,"['TV', 'TV i wideo', 'Elektronika']",13,206,AB Foto
Fujifilm X-T3 + cashback 860 zł,Obowiązuje do 15/12/2019,"['Foto i kamery', 'Elektronika']",10,85,Fujifilm
"Xiaomi Mi Band 4 CN 21,18$",gru 10.,"['Wearable', 'Xiaomi', 'Elektronika']",43,0,None
5 EUR zniżki na zakupy powyżej 25 EURO,gru 10.,['Elektronika'],8,0,None
BAHCO BCL33D1K1 wiertarko-wkrętarka 18V 2xaku BCL33B1 + ładowarka BCL33C1,gru 10.,['Ogród i majsterkowanie'],9,60,None
Ashampoo uninstaler 8 za Free,Obowiązuje do 21/12/2019,['Elektronika'],8,152,My Software Deals
Zegarek męski LORUS CHRONOGRAF RM329DX9,gru 10.,"['Zegarki', 'Akcesoria modowe', 'Moda']",24,816,Watches2U
"Patelnia do ryb Ambition Graphite ILAG, 35cm, Stokrotka Białystok (Paderewskiego)",gru 10.,"['Dom i mieszkanie', 'Hity z marketów']",4,188,Stokrotka
Crab Dub ponownie za darmo @IndieGala,gru 10.,"['Za darmo', 'Gaming']",0,131,Indie Gala
Motorola Moto G7 Plus,gru 10.,['Elektronika'],17,0,None
Anker Soundcore Life P2 Słuchawki bezprzewodowe (Możliwe 159 ZŁ),gru 10.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",9,0,None
Rozkładany materac turystyczny Kaufland,gru 10.,['Dom i mieszkanie'],3,167,Kaufland
Naruto Shippuden Ultimate Ninja Storm Legacy PS4. 4 części za 59 zł.,Obowiązuje do 24/12/2019,['Gaming'],7,190,Playstation Network
Dysk SSD IRDM PRO 512GB gen.2,gru 10.,"['SSD', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",52,0,None
Akumulatorowa wiertarko-wkrętarka 20V w Lidlu,Rozpoczyna się 16/12/2019,['Ogród i majsterkowanie'],12,106,Lidl
MSI B450M Mortar mAtx,gru 10.,['Gaming'],56,672,Allegro
"Pizza Feliciana, dr Oetker, 4 x speciale za 19,98 zł.",Obowiązuje do 15/12/2019,"['Restauracje', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",27,165,Biedronka
Microsoft Office Professional Plus 2016,gru 10.,['Usługi i subskrypcje'],59,0,None
Assassin's Creed The Ezio Collection Xbox One,Obowiązuje do 16/12/2019,"['Xbox One', 'Xbox', 'Konsole', 'Gaming']",12,211,Microsoft
Niebieskie jegginsy damskie,gru 10.,['Moda'],3,107,Ebutik
x-kom tylko w aplikacji wybrane monitory Acer -30%,gru 10.,"['Monitory Acer', 'Monitory', 'Komputery i tablety', 'Elektronika']",7,-123,x-kom
KOSZULKA FITNESS KARDIO KRÓTKI RĘKAW FTS 120 MĘSKA DOMYOS,gru 10.,"['Fitness i bieganie', 'Sport i turystyka']",29,853,Decathlon
